vrai_code;Pays;Lib;ExioCode;PaysLib;D01T02;D03;D05T06;D07T08;D09;D10T12;D13T15;D16;D17T18;D19;D20;D21;D22;D23;D24;D25;D26;D27;D28;D29;D30;D31T33;D35;D36T39;D41T43;D45T47;D49;D50;D51;D52;D53;D55T56;D58T60;D61;D62T63;D64T66;D68;D69T75;D77T82;D84;D85;D86T88;D90T93;D94T96;D97T98
i21.1;WL;Pulp;i21.1;WL.Pulp;0;;0;0;0;;;;1;;;;;;;;;;;;;0;;0;;0;;;;;;;0;;;0;;0;0;;;0;0;0;0
i21.w.1;WL;Re-processing of secondary paper into new pulp;i21.w.1;WL.Re-processing of secondary paper into new pulp;0;;0;0;0;;;;1;;;;;;;;;;;;;0;;0;;0;;;;;;;0;;;0;;0;0;;;0;0;0;0
i21.2;WL;Paper;i21.2;WL.Paper;0;;0;0;0;;;;1;;;;;;;;;;;;;0;;0;;0;;;;;;;0;;;0;;0;0;;;0;0;0;0
i22;WL;Publishing, printing and reproduction of recorded media (22);i22;WL.Publishing, printing and reproduction of recorded media (22);0;;0;0;0;;;;1;;;;;;;;;;;;;0;;0;;0;;;;;;;1;;;0;;0;0;;;0;0;0;0
i23.1;WL;Manufacture of coke oven products;i23.1;WL.Manufacture of coke oven products;0;;0;0;0;;;;0;1;;;;;;;;;;;;0;;0;;0;;;;;;;0;;;0;;0;0;;;0;0;0;0
i23.2;WL;Petroleum Refinery;i23.2;WL.Petroleum Refinery;0;;0;0;0;;;;0;1;;;;;;;;;;;;0;;0;;0;;;;;;;0;;;0;;0;0;;;0;0;0;0
i23.3;WL;Processing of nuclear fuel;i23.3;WL.Processing of nuclear fuel;0;;0;0;0;;;;0;1;;;;;;;;;;;;0;;0;;0;;;;;;;0;;;0;;0;0;;;0;0;0;0
i24.a;WL;Plastics, basic;i24.1;WL.Plastics, basic;0;;0;0;0;;;;0;;1;1;;;;;;;;;;0;;0;;0;;;;;;;0;;;0;;0;0;;;0;0;0;0
i24.a.w;WL;Re-processing of secondary plastic into new plastic;i24.1.w;WL.Re-processing of secondary plastic into new plastic;0;;0;0;0;;;;0;;1;1;;;;;;;;;;0;;0;;0;;;;;;;0;;;0;;0;0;;;0;0;0;0
i24.b;WL;N-fertiliser;i24.2;WL.N-fertiliser;0;;0;0;0;;;;0;;1;1;;;;;;;;;;0;;0;;0;;;;;;;0;;;0;;0;0;;;0;0;0;0
i24.c;WL;P- and other fertiliser;i24.3;WL.P- and other fertiliser;0;;0;0;0;;;;0;;1;1;;;;;;;;;;0;;0;;0;;;;;;;0;;;0;;0;0;;;0;0;0;0
i24.d;WL;Chemicals nec;i24.4;WL.Chemicals nec;0;;0;0;0;;;;0;;1;1;;;;;;;;;;0;;0;;0;;;;;;;0;;;0;;0;0;;;0;0;0;0
i25;WL;Manufacture of rubber and plastic products (25);i25;WL.Manufacture of rubber and plastic products (25);0;;0;0;0;;;;0;;;;1;;;;;;;;;0;;0;;0;;;;;;;0;;;0;;0;0;;;0;0;0;0
i26.a;WL;Manufacture of glass and glass products;i26.a;WL.Manufacture of glass and glass products;0;;0;0;0;;;;0;;;;;1;;;;;;;;0;;0;;0;;;;;;;0;;;0;;0;0;;;0;0;0;0
i26.a.w;WL;Re-processing of secondary glass into new glass;i26.a.w;WL.Re-processing of secondary glass into new glass;0;;0;0;0;;;;0;;;;;1;;;;;;;;0;;0;;0;;;;;;;0;;;0;;0;0;;;0;0;0;0
i26.b;WL;Manufacture of ceramic goods;i26.b;WL.Manufacture of ceramic goods;0;;0;0;0;;;;0;;;;;1;;;;;;;;0;;0;;0;;;;;;;0;;;0;;0;0;;;0;0;0;0
i26.c;WL;Manufacture of bricks, tiles and construction products, in baked clay;i26.c;WL.Manufacture of bricks, tiles and construction products, in baked clay;0;;0;0;0;;;;0;;;;;1;;;;;;;;0;;0;;0;;;;;;;0;;;0;;0;0;;;0;0;0;0
i26.d;WL;Manufacture of cement, lime and plaster;i26.d;WL.Manufacture of cement, lime and plaster;0;;0;0;0;;;;0;;;;;1;;;;;;;;0;;0;;0;;;;;;;0;;;0;;0;0;;;0;0;0;0
i26.d.w;WL;Re-processing of ash into clinker;i26.d.w;WL.Re-processing of ash into clinker;0;;0;0;0;;;;0;;;;;1;;;;;;;;0;;0;;0;;;;;;;0;;;0;;0;0;;;0;0;0;0
i26.e;WL;Manufacture of other non-metallic mineral products n.e.c.;i26.e;WL.Manufacture of other non-metallic mineral products n.e.c.;0;;0;0;0;;;;0;;;;;1;;;;;;;;0;;0;;0;;;;;;;0;;;0;;0;0;;;0;0;0;0
i27.a;WL;Manufacture of basic iron and steel and of ferro-alloys and first products thereof;i27.a;WL.Manufacture of basic iron and steel and of ferro-alloys and first products thereof;0;;0;0;0;;;;0;;;;;;1;;;;;;;0;;0;;0;;;;;;;0;;;0;;0;0;;;0;0;0;0
i27.a.w;WL;Re-processing of secondary steel into new steel;i27.a.w;WL.Re-processing of secondary steel into new steel;0;;0;0;0;;;;0;;;;;;1;;;;;;;0;;0;;0;;;;;;;0;;;0;;0;0;;;0;0;0;0
i27.41;WL;Precious metals production;i27.41;WL.Precious metals production;0;;0;0;0;;;;0;;;;;;1;;;;;;;0;;0;;0;;;;;;;0;;;0;;0;0;;;0;0;0;0
i27.41.w;WL;Re-processing of secondary preciuos metals into new preciuos metals;i27.41.w;WL.Re-processing of secondary preciuos metals into new preciuos metals;0;;0;0;0;;;;0;;;;;;1;;;;;;;0;;0;;0;;;;;;;0;;;0;;0;0;;;0;0;0;0
i27.42;WL;Aluminium production;i27.42;WL.Aluminium production;0;;0;0;0;;;;0;;;;;;1;;;;;;;0;;0;;0;;;;;;;0;;;0;;0;0;;;0;0;0;0
i27.42.w;WL;Re-processing of secondary aluminium into new aluminium;i27.42.w;WL.Re-processing of secondary aluminium into new aluminium;0;;0;0;0;;;;0;;;;;;1;;;;;;;0;;0;;0;;;;;;;0;;;0;;0;0;;;0;0;0;0
i27.43;WL;Lead, zinc and tin production;i27.43;WL.Lead, zinc and tin production;0;;0;0;0;;;;0;;;;;;1;;;;;;;0;;0;;0;;;;;;;0;;;0;;0;0;;;0;0;0;0
i27.43.w;WL;Re-processing of secondary lead into new lead, zinc and tin;i27.43.w;WL.Re-processing of secondary lead into new lead, zinc and tin;0;;0;0;0;;;;0;;;;;;1;;;;;;;0;;0;;0;;;;;;;0;;;0;;0;0;;;0;0;0;0
i27.44;WL;Copper production;i27.44;WL.Copper production;0;;0;0;0;;;;0;;;;;;1;;;;;;;0;;0;;0;;;;;;;0;;;0;;0;0;;;0;0;0;0
i27.44.w;WL;Re-processing of secondary copper into new copper;i27.44.w;WL.Re-processing of secondary copper into new copper;0;;0;0;0;;;;0;;;;;;1;;;;;;;0;;0;;0;;;;;;;0;;;0;;0;0;;;0;0;0;0
i27.45;WL;Other non-ferrous metal production;i27.45;WL.Other non-ferrous metal production;0;;0;0;0;;;;0;;;;;;1;;;;;;;0;;0;;0;;;;;;;0;;;0;;0;0;;;0;0;0;0
i27.45.w;WL;Re-processing of secondary other non-ferrous metals into new other non-ferrous metals;i27.45.w;WL.Re-processing of secondary other non-ferrous metals into new other non-ferrous metals;0;;0;0;0;;;;0;;;;;;1;;;;;;;0;;0;;0;;;;;;;0;;;0;;0;0;;;0;0;0;0
i27.5;WL;Casting of metals;i27.5;WL.Casting of metals;0;;0;0;0;;;;0;;;;;;1;;;;;;;0;;0;;0;;;;;;;0;;;0;;0;0;;;0;0;0;0
i28;WL;Manufacture of fabricated metal products, except machinery and equipment (28);i28;WL.Manufacture of fabricated metal products, except machinery and equipment (28);0;;0;0;0;;;;0;;;;;;;1;;;;;;0;;0;;0;;;;;;;0;;;0;;0;0;;;0;0;0;0
i29;WL;Manufacture of machinery and equipment n.e.c. (29);i29;WL.Manufacture of machinery and equipment n.e.c. (29);0;;0;0;0;;;;0;;;;;;;;;;1;;;0;;0;;0;;;;;;;0;;;0;;0;0;;;0;0;0;0
i30;WL;Manufacture of office machinery and computers (30);i30;WL.Manufacture of office machinery and computers (30);0;;0;0;0;;;;0;;;;;;;;1;1;;;;1;;0;;0;;;;;;;0;;;0;;0;0;;;0;0;1;0
i31;WL;Manufacture of electrical machinery and apparatus n.e.c. (31);i31;WL.Manufacture of electrical machinery and apparatus n.e.c. (31);0;;0;0;0;;;;0;;;;;;;;1;1;;;;1;;0;;0;;;;;;;0;;;0;;0;0;;;0;0;1;0
i32;WL;Manufacture of radio, television and communication equipment and apparatus (32);i32;WL.Manufacture of radio, television and communication equipment and apparatus (32);0;;0;0;0;;;;0;;;;;;;;1;1;;;;1;;0;;0;;;;;;;0;;;0;;0;0;;;0;0;1;0
i33;WL;Manufacture of medical, precision and optical instruments, watches and clocks (33);i33;WL.Manufacture of medical, precision and optical instruments, watches and clocks (33);0;;0;0;0;;;;0;;;;;;;;1;1;;;;1;;0;;0;;;;;;;0;;;0;;0;0;;;0;0;1;0
i34;WL;Manufacture of motor vehicles, trailers and semi-trailers (34);i34;WL.Manufacture of motor vehicles, trailers and semi-trailers (34);0;;0;0;0;;;;0;;;;;;;;;;;1;;1;;0;;0;;;;;;;0;;;0;;0;0;;;0;0;0;0
i35;WL;Manufacture of other transport equipment (35);i35;WL.Manufacture of other transport equipment (35);0;;0;0;0;;;;0;;;;;;;;;;;;1;0;;0;;0;;;;;;;0;;;0;;0;0;;;0;0;0;0
i36;WL;"Manufacture of furniture; manufacturing n.e.c. (36)";i36;"WL.Manufacture of furniture; manufacturing n.e.c. (36)";0;;0;0;0;;;;0;;;;;;;;1;1;;;;1;;0;;0;;;;;;;0;;;0;;0;0;;;0;0;1;0
i37;WL;Recycling of waste and scrap;i37;WL.Recycling of waste and scrap;0;;0;0;0;;;;0;;;;;;;;;;;;;0;;1;;0;;;;;;;0;;;0;;0;0;;;0;0;0;0
i37.w.1;WL;Recycling of bottles by direct reuse;i37.w.1;WL.Recycling of bottles by direct reuse;0;;0;0;0;;;;0;;;;;;;;;;;;;0;;1;;0;;;;;;;0;;;0;;0;0;;;0;0;0;0
i40.11.a;WL;Production of electricity by coal;i40.11.a;WL.Production of electricity by coal;0;;0;0;0;;;;0;;;;;;;;;;;;;0;1;0;;0;;;;;;;0;;;0;;0;0;;;0;0;0;0
i40.11.b;WL;Production of electricity by gas;i40.11.b;WL.Production of electricity by gas;0;;0;0;0;;;;0;;;;;;;;;;;;;0;1;0;;0;;;;;;;0;;;0;;0;0;;;0;0;0;0
i40.11.c;WL;Production of electricity by nuclear;i40.11.c;WL.Production of electricity by nuclear;0;;0;0;0;;;;0;;;;;;;;;;;;;0;1;0;;0;;;;;;;0;;;0;;0;0;;;0;0;0;0
i40.11.d;WL;Production of electricity by hydro;i40.11.d;WL.Production of electricity by hydro;0;;0;0;0;;;;0;;;;;;;;;;;;;0;1;0;;0;;;;;;;0;;;0;;0;0;;;0;0;0;0
i40.11.e;WL;Production of electricity by wind;i40.11.e;WL.Production of electricity by wind;0;;0;0;0;;;;0;;;;;;;;;;;;;0;1;0;;0;;;;;;;0;;;0;;0;0;;;0;0;0;0
i40.11.f;WL;Production of electricity by petroleum and other oil derivatives;i40.11.f;WL.Production of electricity by petroleum and other oil derivatives;0;;0;0;0;;;;0;;;;;;;;;;;;;0;1;0;;0;;;;;;;0;;;0;;0;0;;;0;0;0;0
i40.11.g;WL;Production of electricity by biomass and waste;i40.11.g;WL.Production of electricity by biomass and waste;0;;0;0;0;;;;0;;;;;;;;;;;;;0;1;0;;0;;;;;;;0;;;0;;0;0;;;0;0;0;0
i40.11.h;WL;Production of electricity by solar photovoltaic;i40.11.h;WL.Production of electricity by solar photovoltaic;0;;0;0;0;;;;0;;;;;;;;;;;;;0;1;0;;0;;;;;;;0;;;0;;0;0;;;0;0;0;0
i40.11.i;WL;Production of electricity by solar thermal;i40.11.i;WL.Production of electricity by solar thermal;0;;0;0;0;;;;0;;;;;;;;;;;;;0;1;0;;0;;;;;;;0;;;0;;0;0;;;0;0;0;0
i40.11.j;WL;Production of electricity by tide, wave, ocean;i40.11.j;WL.Production of electricity by tide, wave, ocean;0;;0;0;0;;;;0;;;;;;;;;;;;;0;1;0;;0;;;;;;;0;;;0;;0;0;;;0;0;0;0
i40.11.k;WL;Production of electricity by Geothermal;i40.11.k;WL.Production of electricity by Geothermal;0;;0;0;0;;;;0;;;;;;;;;;;;;0;1;0;;0;;;;;;;0;;;0;;0;0;;;0;0;0;0
i40.11.l;WL;Production of electricity nec;i40.11.l;WL.Production of electricity nec;0;;0;0;0;;;;0;;;;;;;;;;;;;0;1;0;;0;;;;;;;0;;;0;;0;0;;;0;0;0;0
i40.12;WL;Transmission of electricity;i40.12;WL.Transmission of electricity;0;;0;0;0;;;;0;;;;;;;;;;;;;0;1;0;;0;;;;;;;0;;;0;;0;0;;;0;0;0;0
i40.13;WL;Distribution and trade of electricity;i40.13;WL.Distribution and trade of electricity;0;;0;0;0;;;;0;;;;;;;;;;;;;0;1;0;;0;;;;;;;0;;;0;;0;0;;;0;0;0;0
i40.2;WL;"Manufacture of gas; distribution of gaseous fuels through mains";i40.2;"WL.Manufacture of gas; distribution of gaseous fuels through mains";0;;0;0;0;;;;0;;;;;;;;;;;;;0;1;0;;0;;;;;;;0;;;0;;0;0;;;0;0;0;0
i40.3;WL;Steam and hot water supply;i40.3;WL.Steam and hot water supply;0;;0;0;0;;;;0;;;;;;;;;;;;;0;1;0;;0;;;;;;;0;;;0;;0;0;;;0;0;0;0
i41;WL;Collection, purification and distribution of water (41);i41;WL.Collection, purification and distribution of water (41);0;;0;0;0;;;;0;;;;;;;;;;;;;0;;1;;0;;;;;;;0;;;0;;0;0;;;0;0;0;0
i45;WL;Construction (45);i45;WL.Construction (45);0;;0;0;0;;;;0;;;;;;;;;;;;;0;;0;1;0;;;;;;;0;;;0;;0;0;;;0;0;0;0
i45.w;WL;Re-processing of secondary construction material into aggregates;i45.w;WL.Re-processing of secondary construction material into aggregates;0;;0;0;0;;;;0;;;;;;;;;;;;;0;;0;1;0;;;;;;;0;;;0;;0;0;;;0;0;0;0
i50.a;WL;Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries;i50.a;WL.Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries;0;;0;0;0;;;;0;;;;;;;;;;;;;0;;0;;1;;;;;;;0;;;0;;0;0;;;0;0;0;0
i50.b;WL;Retail sale of automotive fuel;i50.b;WL.Retail sale of automotive fuel;0;;0;0;0;;;;0;;;;;;;;;;;;;0;;0;;1;;;;;;;0;;;0;;0;0;;;0;0;0;0
i51;WL;Wholesale trade and commission trade, except of motor vehicles and motorcycles (51);i51;WL.Wholesale trade and commission trade, except of motor vehicles and motorcycles (51);0;;0;0;0;;;;0;;;;;;;;;;;;;0;;0;;1;;;;;;;0;;;0;;0;0;;;0;0;0;0
i52;WL;"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)";i52;"WL.Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)";0;;0;0;0;;;;0;;;;;;;;;;;;;0;;0;;1;;;;;;;0;;;0;;0;0;;;0;0;0;0
i55;WL;Hotels and restaurants (55);i55;WL.Hotels and restaurants (55);0;;0;0;0;;;;0;;;;;;;;;;;;;0;;0;;0;;;;;;1;0;;;0;;0;0;;;0;0;0;0
i60.1;WL;Transport via railways;i60.1;WL.Transport via railways;0;;0;0;0;;;;0;;;;;;;;;;;;;0;;0;;0;1;;;;;;0;;;0;;0;0;;;0;0;0;0
i60.2;WL;Other land transport;i60.2;WL.Other land transport;0;;0;0;0;;;;0;;;;;;;;;;;;;0;;0;;0;1;;;;;;0;;;0;;0;0;;;0;0;0;0
i60.3;WL;Transport via pipelines;i60.3;WL.Transport via pipelines;0;;0;0;0;;;;0;;;;;;;;;;;;;0;;0;;0;1;;;;;;0;;;0;;0;0;;;0;0;0;0
i61.1;WL;Sea and coastal water transport;i61.1;WL.Sea and coastal water transport;0;;0;0;0;;;;0;;;;;;;;;;;;;0;;0;;0;;1;;;;;0;;;0;;0;0;;;0;0;0;0
i61.2;WL;Inland water transport;i61.2;WL.Inland water transport;0;;0;0;0;;;;0;;;;;;;;;;;;;0;;0;;0;;1;;;;;0;;;0;;0;0;;;0;0;0;0
i62;WL;Air transport (62);i62;WL.Air transport (62);0;;0;0;0;;;;0;;;;;;;;;;;;;0;;0;;0;;;1;;;;0;;;0;;0;0;;;0;0;0;0
i63;WL;"Supporting and auxiliary transport activities; activities of travel agencies (63)";i63;"WL.Supporting and auxiliary transport activities; activities of travel agencies (63)";0;;0;0;0;;;;0;;;;;;;;;;;;;0;;0;;0;;;;1;;;0;;;0;;0;1;;;0;0;0;0
i64;WL;Post and telecommunications (64);i64;WL.Post and telecommunications (64);0;;0;0;0;;;;0;;;;;;;;;;;;;0;;0;;0;;;;;1;;0;1;;0;;0;0;;;0;0;0;0
i65;WL;Financial intermediation, except insurance and pension funding (65);i65;WL.Financial intermediation, except insurance and pension funding (65);0;;0;0;0;;;;0;;;;;;;;;;;;;0;;0;;0;;;;;;;0;;;1;;0;0;;;0;0;0;0
i66;WL;Insurance and pension funding, except compulsory social security (66);i66;WL.Insurance and pension funding, except compulsory social security (66);0;;0;0;0;;;;0;;;;;;;;;;;;;0;;0;;0;;;;;;;0;;;1;;0;0;;;0;0;0;0
i67;WL;Activities auxiliary to financial intermediation (67);i67;WL.Activities auxiliary to financial intermediation (67);0;;0;0;0;;;;0;;;;;;;;;;;;;0;;0;;0;;;;;;;0;;;1;;0;0;;;0;0;0;0
i70;WL;Real estate activities (70);i70;WL.Real estate activities (70);0;;0;0;0;;;;0;;;;;;;;;;;;;0;;0;;0;;;;;;;0;;;0;1;0;0;;;0;0;0;0
i71;WL;Renting of machinery and equipment without operator and of personal and household goods (71);i71;WL.Renting of machinery and equipment without operator and of personal and household goods (71);0;;0;0;0;;;;0;;;;;;;;;;;;;0;;0;;0;;;;;;;0;;;0;;0;1;;;0;0;0;0
i72;WL;Computer and related activities (72);i72;WL.Computer and related activities (72);0;;0;0;0;;;;0;;;;;;;;;;;;;0;;0;;0;;;;;;;0;;1;0;;0;0;;;0;0;0;0
i73;WL;Research and development (73);i73;WL.Research and development (73);0;;0;0;0;;;;0;;;;;;;;;;;;;0;;0;;0;;;;;;;0;;;0;;1;0;;;0;0;0;0
i74;WL;Other business activities (74);i74;WL.Other business activities (74);0;;0;0;0;;;;0;;;;;;;;;;;;;0;;0;;0;;;;;;;0;;;0;;1;1;;;0;0;0;0
i75;WL;"Public administration and defence; compulsory social security (75)";i75;"WL.Public administration and defence; compulsory social security (75)";0;;0;0;0;;;;0;;;;;;;;;;;;;0;;0;;0;;;;;;;0;;;0;;0;0;1;;0;0;0;0
i80;WL;Education (80);i80;WL.Education (80);0;;0;0;0;;;;0;;;;;;;;;;;;;0;;0;;0;;;;;;;0;;;0;;0;0;;1;0;0;0;0
i85;WL;Health and social work (85);i85;WL.Health and social work (85);0;;0;0;0;;;;0;;;;;;;;;;;;;0;;0;;0;;;;;;;0;;;0;;0;0;;;1;0;0;0
i90.1.a;WL;Incineration of waste: Food;i90.1.a;WL.Incineration of waste: Food;0;;0;0;0;;;;0;;;;;;;;;;;;;0;;1;;0;;;;;;;0;;;0;;0;0;;;0;0;0;0
i90.1.b;WL;Incineration of waste: Paper;i90.1.b;WL.Incineration of waste: Paper;0;;0;0;0;;;;0;;;;;;;;;;;;;0;;1;;0;;;;;;;0;;;0;;0;0;;;0;0;0;0
i90.1.c;WL;Incineration of waste: Plastic;i90.1.c;WL.Incineration of waste: Plastic;0;;0;0;0;;;;0;;;;;;;;;;;;;0;;1;;0;;;;;;;0;;;0;;0;0;;;0;0;0;0
i90.1.d;WL;Incineration of waste: Metals and Inert materials;i90.1.d;WL.Incineration of waste: Metals and Inert materials;0;;0;0;0;;;;0;;;;;;;;;;;;;0;;1;;0;;;;;;;0;;;0;;0;0;;;0;0;0;0
i90.1.e;WL;Incineration of waste: Textiles;i90.1.e;WL.Incineration of waste: Textiles;0;;0;0;0;;;;0;;;;;;;;;;;;;0;;1;;0;;;;;;;0;;;0;;0;0;;;0;0;0;0
i90.1.f;WL;Incineration of waste: Wood;i90.1.f;WL.Incineration of waste: Wood;0;;0;0;0;;;;0;;;;;;;;;;;;;0;;1;;0;;;;;;;0;;;0;;0;0;;;0;0;0;0
i90.1.g;WL;Incineration of waste: Oil/Hazardous waste;i90.1.g;WL.Incineration of waste: Oil/Hazardous waste;0;;0;0;0;;;;0;;;;;;;;;;;;;0;;1;;0;;;;;;;0;;;0;;0;0;;;0;0;0;0
i90.2.a;WL;Biogasification of food waste, incl. land application;i90.2.a;WL.Biogasification of food waste, incl. land application;0;;0;0;0;;;;0;;;;;;;;;;;;;0;;1;;0;;;;;;;0;;;0;;0;0;;;0;0;0;0
i90.2.b;WL;Biogasification of paper, incl. land application;i90.2.b;WL.Biogasification of paper, incl. land application;0;;0;0;0;;;;0;;;;;;;;;;;;;0;;1;;0;;;;;;;0;;;0;;0;0;;;0;0;0;0
i90.2.c;WL;Biogasification of sewage slugde, incl. land application;i90.2.c;WL.Biogasification of sewage slugde, incl. land application;0;;0;0;0;;;;0;;;;;;;;;;;;;0;;1;;0;;;;;;;0;;;0;;0;0;;;0;0;0;0
i90.3.a;WL;Composting of food waste, incl. land application;i90.3.a;WL.Composting of food waste, incl. land application;0;;0;0;0;;;;0;;;;;;;;;;;;;0;;1;;0;;;;;;;0;;;0;;0;0;;;0;0;0;0
i90.3.b;WL;Composting of paper and wood, incl. land application;i90.3.b;WL.Composting of paper and wood, incl. land application;0;;0;0;0;;;;0;;;;;;;;;;;;;0;;1;;0;;;;;;;0;;;0;;0;0;;;0;0;0;0
i90.4.a;WL;Waste water treatment, food;i90.4.a;WL.Waste water treatment, food;0;;0;0;0;;;;0;;;;;;;;;;;;;0;;1;;0;;;;;;;0;;;0;;0;0;;;0;0;0;0
i90.4.b;WL;Waste water treatment, other;i90.4.b;WL.Waste water treatment, other;0;;0;0;0;;;;0;;;;;;;;;;;;;0;;1;;0;;;;;;;0;;;0;;0;0;;;0;0;0;0
i90.5.a;WL;Landfill of waste: Food;i90.5.a;WL.Landfill of waste: Food;0;;0;0;0;;;;0;;;;;;;;;;;;;0;;1;;0;;;;;;;0;;;0;;0;0;;;0;0;0;0
i90.5.b;WL;Landfill of waste: Paper;i90.5.b;WL.Landfill of waste: Paper;0;;0;0;0;;;;0;;;;;;;;;;;;;0;;1;;0;;;;;;;0;;;0;;0;0;;;0;0;0;0
i90.5.c;WL;Landfill of waste: Plastic;i90.5.c;WL.Landfill of waste: Plastic;0;;0;0;0;;;;0;;;;;;;;;;;;;0;;1;;0;;;;;;;0;;;0;;0;0;;;0;0;0;0
i90.5.d;WL;Landfill of waste: Inert/metal/hazardous;i90.5.d;WL.Landfill of waste: Inert/metal/hazardous;0;;0;0;0;;;;0;;;;;;;;;;;;;0;;1;;0;;;;;;;0;;;0;;0;0;;;0;0;0;0
i90.5.e;WL;Landfill of waste: Textiles;i90.5.e;WL.Landfill of waste: Textiles;0;;0;0;0;;;;0;;;;;;;;;;;;;0;;1;;0;;;;;;;0;;;0;;0;0;;;0;0;0;0
i90.5.f;WL;Landfill of waste: Wood;i90.5.f;WL.Landfill of waste: Wood;0;;0;0;0;;;;0;;;;;;;;;;;;;0;;1;;0;;;;;;;0;;;0;;0;0;;;0;0;0;0
i91;WL;Activities of membership organisation n.e.c. (91);i91;WL.Activities of membership organisation n.e.c. (91);0;;0;0;0;;;;0;;;;;;;;;;;;;0;;0;;0;;;;;;;0;;;0;;0;0;;;0;0;1;0
i92;WL;Recreational, cultural and sporting activities (92);i92;WL.Recreational, cultural and sporting activities (92);0;;0;0;0;;;;0;;;;;;;;;;;;;0;;0;;0;;;;;;;1;;;0;;0;0;;;0;1;0;0
i93;WL;Other service activities (93);i93;WL.Other service activities (93);0;;0;0;0;;;;0;;;;;;;;;;;;;0;;0;;0;;;;;;;0;;;0;;0;0;;;0;0;1;0
i95;WL;Private households with employed persons (95);i95;WL.Private households with employed persons (95);0;;0;0;0;;;;0;;;;;;;;;;;;;0;;0;;0;;;;;;;0;;;0;;0;0;;;0;0;0;1
i99;WL;Extra-territorial organizations and bodies;i99;WL.Extra-territorial organizations and bodies;0;;0;0;0;;;;0;;;;;;;;;;;;;0;;0;;0;;;;;;;0;;;0;;0;0;;;0;0;0;1
i01.a;WE;Cultivation of paddy rice;i01.a;WE.Cultivation of paddy rice;1;;0;0;0;;;;0;;;;;;;;;;;;;0;;0;;0;;;;;;;0;;;0;;0;0;;;0;0;0;0
i01.b;WE;Cultivation of wheat;i01.b;WE.Cultivation of wheat;1;;0;0;0;;;;0;;;;;;;;;;;;;0;;0;;0;;;;;;;0;;;0;;0;0;;;0;0;0;0
i01.c;WE;Cultivation of cereal grains nec;i01.c;WE.Cultivation of cereal grains nec;1;;0;0;0;;;;0;;;;;;;;;;;;;0;;0;;0;;;;;;;0;;;0;;0;0;;;0;0;0;0
i01.d;WE;Cultivation of vegetables, fruit, nuts;i01.d;WE.Cultivation of vegetables, fruit, nuts;1;;0;0;0;;;;0;;;;;;;;;;;;;0;;0;;0;;;;;;;0;;;0;;0;0;;;0;0;0;0
i01.e;WE;Cultivation of oil seeds;i01.e;WE.Cultivation of oil seeds;1;;0;0;0;;;;0;;;;;;;;;;;;;0;;0;;0;;;;;;;0;;;0;;0;0;;;0;0;0;0
i01.f;WE;Cultivation of sugar cane, sugar beet;i01.f;WE.Cultivation of sugar cane, sugar beet;1;;0;0;0;;;;0;;;;;;;;;;;;;0;;0;;0;;;;;;;0;;;0;;0;0;;;0;0;0;0
i01.g;WE;Cultivation of plant-based fibers;i01.g;WE.Cultivation of plant-based fibers;1;;0;0;0;;;;0;;;;;;;;;;;;;0;;0;;0;;;;;;;0;;;0;;0;0;;;0;0;0;0
i01.h;WE;Cultivation of crops nec;i01.h;WE.Cultivation of crops nec;1;;0;0;0;;;;0;;;;;;;;;;;;;0;;0;;0;;;;;;;0;;;0;;0;0;;;0;0;0;0
i01.i;WE;Cattle farming;i01.i;WE.Cattle farming;1;;0;0;0;;;;0;;;;;;;;;;;;;0;;0;;0;;;;;;;0;;;0;;0;0;;;0;0;0;0
i01.j;WE;Pigs farming;i01.j;WE.Pigs farming;1;;0;0;0;;;;0;;;;;;;;;;;;;0;;0;;0;;;;;;;0;;;0;;0;0;;;0;0;0;0
i01.k;WE;Poultry farming;i01.k;WE.Poultry farming;1;;0;0;0;;;;0;;;;;;;;;;;;;0;;0;;0;;;;;;;0;;;0;;0;0;;;0;0;0;0
i01.l;WE;Meat animals nec;i01.l;WE.Meat animals nec;1;;0;0;0;;;;0;;;;;;;;;;;;;0;;0;;0;;;;;;;0;;;0;;0;0;;;0;0;0;0
i01.m;WE;Animal products nec;i01.m;WE.Animal products nec;1;;0;0;0;;;;0;;;;;;;;;;;;;0;;0;;0;;;;;;;0;;;0;;0;0;;;0;0;0;0
i01.n;WE;Raw milk;i01.n;WE.Raw milk;1;;0;0;0;;;;0;;;;;;;;;;;;;0;;0;;0;;;;;;;0;;;0;;0;0;;;0;0;0;0
i01.o;WE;Wool, silk-worm cocoons;i01.o;WE.Wool, silk-worm cocoons;1;;0;0;0;;;;0;;;;;;;;;;;;;0;;0;;0;;;;;;;0;;;0;;0;0;;;0;0;0;0
i01.w.1;WE;Manure treatment (conventional), storage and land application;i01.w.1;WE.Manure treatment (conventional), storage and land application;1;;0;0;0;;;;0;;;;;;;;;;;;;0;;0;;0;;;;;;;0;;;0;;0;0;;;0;0;0;0
